,Terminal DateTime,TranType,From/To,Amt Req'd,Fee Req'd,Amt Disp.,Fee Amt.,Term  Seq.,Response,Issuer,Current Balance,Customer_id
1471,07/29/21 18:28:52,W/D,DDA,$200,$3.00,$200,$3.00,3352.0,EMV,VNT,"$3,800.00",2393389972979995912
1472,04/02/21 02:28:33,W/D,DDA,$200,$3.00,$200,$3.00,2253.0,EMV,SNE,"$3,820.00",4482704050637793617
1473,04/02/21 03:06:30,INQ,DDA,$,$0.00,$,$0.00,2254.0,Approved,SNE,"$3,820.00",2774938810004371236
1474,03/13/21 14:35:51,W/D,DDA,$80,$3.00,$80,$3.00,2060.0,EMV,MS0,"$3,840.00",6690339230040402542
1475,06/04/21 13:44:55,W/D,DDA,$120,$3.00,$120,$3.00,2825.0,Approved,WAE,"$3,840.00",7700843272768795661
1476,07/17/21 13:50:24,W/D,DDA,$120,$3.00,$120,$3.00,3245.0,EMV,MS0,"$3,840.00",5070993254737909218
1477,08/02/20 15:30:53,W/D,DDA,$40,$3.00,$40,$3.00,768.0,Liable,MS0,"$3,860.00",6325887283087687411
1478,10/24/20 02:52:05,W/D,DDA,$100,$3.00,$100,$3.00,1175.0,Approved,MS0,"$3,860.00",8806907366606676254
1479,10/24/20 02:56:38,INQ,DDA,$,$0.00,$,$0.00,1176.0,Approved,MS0,"$3,860.00",8806907366606676254
1480,10/24/20 08:22:37,INQ,DDA,$,$0.00,$,$0.00,1177.0,Approved,STR,"$3,860.00",1024144443385327747
1481,11/09/20 16:21:32,W/D,DDA,$80,$3.00,$80,$3.00,1278.0,EMV,PLS,"$3,860.00",6524886159551377248
1482,11/09/20 23:02:25,W/D,DDA,$60,$0.00,$,$0.00,1279.0,DO NOT H,MS0,"$3,860.00",1805847080702008898
1483,12/26/20 14:30:02,W/D,DDA,$120,$3.00,$120,$3.00,1581.0,Approved,PUL,"$3,860.00",2183744640601740186
1484,01/07/21 12:45:28,W/D,DDA,$200,$3.00,$200,$3.00,1664.0,Approved,WAE,"$3,860.00",54504743911717782
1485,01/31/21 02:43:15,W/D,DDA,$40,$3.00,$40,$3.00,1810.0,EMV,PLS,"$3,860.00",3198048075106216964
1486,01/31/21 07:33:48,W/D,DDA,$120,$0.00,$,$0.00,1811.0,NSF,PUL,"$3,860.00",4156227183146568491
1487,01/31/21 07:34:26,W/D,DDA,$100,$0.00,$,$0.00,1812.0,NSF,PUL,"$3,860.00",4156227183146568491
1488,02/07/21 19:16:33,W/D,DDA,$200,$3.00,$200,$3.00,1882.0,EMV,MS0,"$3,860.00",4509466278807921110
1489,02/26/21 22:04:29,W/D,DDA,$100,$3.00,$100,$3.00,1975.0,EMV,PLS,"$3,860.00",3531113435104661083
1490,06/16/21 08:45:30,W/D,DDA,$200,$3.00,$200,$3.00,2915.0,Approved,CI0,"$3,860.00",2628314885148147830
1491,06/22/21 00:17:54,W/D,DDA,$100,$3.00,$100,$3.00,2987.0,Approved,MS0,"$3,860.00",7836105091722780583
1492,09/16/20 15:23:44,W/D,DDA,$80,$3.00,$80,$3.00,989.0,Liable,PLS,"$3,880.00",1695869887143330006
1493,09/16/20 21:54:01,INQ,DDA,$,$0.00,$,$0.00,990.0,Approved,MS0,"$3,880.00",167576873613633047
1494,09/16/20 23:48:28,INQ,DDA,$,$0.00,$,$0.00,991.0,Approved,PUL,"$3,880.00",1688482050109949149
1495,09/17/20 01:32:24,INQ,DDA,$,$0.00,$,$0.00,992.0,Approved,MS0,"$3,880.00",167576873613633047
1496,09/17/20 07:36:15,INQ,DDA,$,$0.00,$,$0.00,996.0,Approved,MS0,"$3,880.00",167576873613633047
1497,09/17/20 16:47:23,INQ,DDA,$,$0.00,$,$0.00,997.0,Approved,NYC,"$3,880.00",4167967237188774096
1498,09/17/20 23:44:55,INQ,DDA,$,$0.00,$,$0.00,998.0,INCORREC,PUL,"$3,880.00",5821569784396050879
1499,09/17/20 23:46:13,INQ,DDA,$,$0.00,$,$0.00,999.0,INCORREC,PUL,"$3,880.00",5821569784396050879
1500,09/17/20 23:47:07,INQ,DDA,$,$0.00,$,$0.00,1000.0,INCORREC,PUL,"$3,880.00",5821569784396050879
1501,09/18/20 10:04:20,INQ,SAV,$,$0.00,$,$0.00,1001.0,Approved,MS0,"$3,880.00",3725547917346005929
1502,09/18/20 10:05:45,XFER,SAV-DDA,$200,$0.00,$,$0.00,1002.0,Approved,MS0,"$3,880.00",3725547917346005929
1503,10/05/20 13:13:33,W/D,DDA,$40,$3.00,$40,$3.00,1077.0,EMV,STR,"$3,880.00",2165451466440950771
1504,10/05/20 14:31:35,INQ,DDA,$,$0.00,$,$0.00,1078.0,Approved,PLS,"$3,880.00",5988435915908256137
1505,10/05/20 14:33:25,INQ,DDA,$,$0.00,$,$0.00,1079.0,Approved,PLS,"$3,880.00",5988435915908256137
1506,10/05/20 14:34:39,INQ,DDA,$,$0.00,$,$0.00,1080.0,Approved,PLS,"$3,880.00",5988435915908256137
1507,11/20/20 10:44:19,W/D,DDA,$200,$3.00,$200,$3.00,1356.0,EMV,PLS,"$3,880.00",2843417474209980386
1508,07/06/21 12:52:15,W/D,DDA,$200,$3.00,$200,$3.00,3127.0,EMV,PLS,"$3,880.00",4759461387955178044
1509,08/02/20 14:43:41,W/D,DDA,$80,$3.00,$80,$3.00,767.0,Approved,MS0,"$3,900.00",5160764800030931563
1510,12/02/20 16:39:09,W/D,DDA,$200,$3.00,$200,$3.00,1424.0,EMV,MS0,"$3,900.00",2701036743211180653
1511,01/18/21 14:48:54,W/D,DDA,$100,$3.00,$100,$3.00,1731.0,Approved,PLS,"$3,900.00",8114005742916126596
1512,01/31/21 01:08:15,W/D,DDA,$100,$3.00,$100,$3.00,1809.0,EMV,PLS,"$3,900.00",68513653800311707
1513,03/26/21 11:22:15,W/D,DDA,$60,$3.00,$60,$3.00,2194.0,Approved,SNE,"$3,900.00",4795448422706195376
1514,03/26/21 11:29:16,INQ,DDA,$,$0.00,$,$0.00,2195.0,NSF,PUL,"$3,900.00",170888044481486776
1515,03/26/21 13:09:24,W/D,DDA,$100,$0.00,$,$0.00,2196.0,NSF,PLS,"$3,900.00",875893057560591395
1516,05/13/21 12:26:17,W/D,DDA,$80,$3.00,$80,$3.00,2650.0,Approved,PUL,"$3,900.00",2170087134616019330
1517,09/03/20 00:23:34,W/D,DDA,$200,$3.00,$200,$3.00,898.0,Liable,MS0,"$3,920.00",685426728086802977
1518,10/04/20 07:46:09,W/D,DDA,$60,$3.00,$60,$3.00,1076.0,EMV,PUL,"$3,920.00",7518388701306003754
1519,03/13/21 13:35:27,W/D,DDA,$20,$3.00,$20,$3.00,2056.0,EMV,PLS,"$3,920.00",3198048075106216964
1520,03/13/21 14:17:11,INQ,DDA,$,$0.00,$,$0.00,2057.0,Approved,MS0,"$3,920.00",6690339230040402542
1521,03/13/21 14:22:16,INQ,DDA,$,$0.00,$,$0.00,2058.0,Approved,MS0,"$3,920.00",6690339230040402542
1522,03/13/21 14:34:30,W/D,DDA,$100,$0.00,$,$0.00,2059.0,NSF,MS0,"$3,920.00",6690339230040402542
1523,07/19/20 15:22:05,W/D,DDA,$100,$3.00,$100,$3.00,673.0,Approved,MS0,"$3,940.00",5160764800030931563
1524,07/19/20 15:54:46,INQ,DDA,$,$0.00,$,$0.00,674.0,Approved,STR,"$3,940.00",4313955214646479813
1525,11/09/20 15:30:21,W/D,DDA,$100,$3.00,$100,$3.00,1275.0,Approved,PLS,"$3,940.00",8076078131037991141
1526,11/09/20 16:19:03,INQ,DDA,$,$0.00,$,$0.00,1276.0,Approved,PLS,"$3,940.00",6524886159551377248
1527,11/09/20 16:20:37,W/D,DDA,$200,$0.00,$,$0.00,1277.0,EXC WD L,PLS,"$3,940.00",6524886159551377248
1528,03/13/21 03:37:22,W/D,DDA,$100,$3.00,$100,$3.00,2050.0,Fallback,STR,"$3,940.00",2202492528346577420
1529,03/13/21 12:44:51,INQ,DDA,$,$0.00,$,$0.00,2051.0,Approved,CI0,"$3,940.00",3410072876677635064
1530,03/13/21 12:47:06,W/D,DDA,$200,$0.00,$,$0.00,2052.0,NSF,PUL,"$3,940.00",2416273621862515812
1531,03/13/21 12:47:48,W/D,DDA,$180,$0.00,$,$0.00,2053.0,NSF,PUL,"$3,940.00",2416273621862515812
1532,03/13/21 12:48:34,W/D,DDA,$180,$0.00,$,$0.00,2054.0,NSF,PUL,"$3,940.00",7894181588961144421
1533,03/13/21 13:34:46,W/D,DDA,$40,$0.00,$,$0.00,2055.0,NSF,PLS,"$3,940.00",3198048075106216964
1534,04/09/21 16:10:11,W/D,DDA,$100,$3.00,$100,$3.00,2338.0,EMV,PLS,"$3,940.00",1695869887143330006
1535,04/09/21 17:23:16,W/D,DDA,$20,$0.00,$0,$0.00,2340.0,NSF,SNE,"$3,940.00",4482704050637793617
1536,04/15/21 18:44:10,W/D,DDA,$100,$3.00,$100,$3.00,2411.0,EMV,MS0,"$3,940.00",785089925136888503
1537,04/15/21 19:37:08,W/D,CRD,$200,$0.00,$0,$0.00,2412.0,INCORREC,CI0,"$3,940.00",6833517956596033119
1538,04/15/21 19:38:44,W/D,CRD,$200,$0.00,$0,$0.00,2413.0,INCORREC,PLS,"$3,940.00",2747332668076549367
1539,04/15/21 19:39:41,W/D,DDA,$200,$0.00,$0,$0.00,2414.0,NO CHK A,PLS,"$3,940.00",2747332668076549367
1540,04/15/21 19:40:34,INQ,DDA,$0,$0.00,$0,$0.00,2415.0,NO CHK A,PLS,"$3,940.00",2747332668076549367
1541,04/15/21 19:41:36,INQ,DDA,$0,$0.00,$0,$0.00,2416.0,Approved,PLS,"$3,940.00",4409373396547742681
1542,04/30/21 13:54:04,W/D,DDA,$200,$3.00,$200,$3.00,2524.0,EMV,MS0,"$3,940.00",3187606172919100028
1543,05/30/21 14:16:22,W/D,DDA,$200,$3.00,$200,$3.00,2767.0,EMV,SHZ,"$3,940.00",3569179858601059030
1544,08/09/20 21:35:03,W/D,DDA,$200,$3.00,$200,$3.00,822.0,Approved,PUL,"$3,960.00",6720380636312730274
1545,08/10/20 15:10:44,INQ,DDA,$,$0.00,$,$0.00,823.0,Approved,MS0,"$3,960.00",8263823354284612723
1546,09/16/20 11:35:19,W/D,DDA,$100,$3.00,$100,$3.00,988.0,Liable,SNE,"$3,960.00",4990851531196041948
1547,10/23/20 15:11:35,W/D,DDA,$200,$3.00,$200,$3.00,1172.0,EMV,CI0,"$3,960.00",6151147783377518261
1548,10/24/20 01:03:24,INQ,DDA,$,$0.00,$,$0.00,1173.0,Approved,MS0,"$3,960.00",5061948070185131793
1549,10/24/20 01:04:25,W/D,DDA,$20,$0.00,$,$0.00,1174.0,DO NOT H,MS0,"$3,960.00",5061948070185131793
1550,02/26/21 10:20:23,W/D,SAV,$200,$3.00,$200,$3.00,1972.0,EMV,PLS,"$3,960.00",6658041301601317097
1551,02/26/21 18:55:41,INQ,DDA,$,$0.00,$,$0.00,1973.0,NOT PERM,PLS,"$3,960.00",3531113435104661083
1552,02/26/21 18:57:53,W/D,DDA,$60,$0.00,$,$0.00,1974.0,NOT PERM,PLS,"$3,960.00",3531113435104661083
1553,03/26/21 11:15:47,W/D,DDA,$120,$3.00,$120,$3.00,2192.0,Approved,SNE,"$3,960.00",1870235578254302473
1554,03/26/21 11:17:12,INQ,DDA,$,$0.00,$,$0.00,2193.0,Approved,SNE,"$3,960.00",4795448422706195376
1555,06/04/21 13:40:47,W/D,DDA,$200,$3.00,$200,$3.00,2824.0,Approved,WAE,"$3,960.00",7700843272768795661
1556,06/21/21 20:00:22,W/D,DDA,$40,$3.00,$40,$3.00,2985.0,EMV,STR,"$3,960.00",5178053905639950771
1557,07/16/21 12:23:15,W/D,DDA,$200,$3.00,$200,$3.00,3242.0,Fallback,PLS,"$3,960.00",1525244677761641055
1558,07/16/21 13:46:55,INQ,SAV,$0,$0.00,$0,$0.00,3243.0,Approved,PLS,"$3,960.00",5755659691011928227
1559,07/16/21 13:48:31,W/D,DDA,$20,$0.00,$0,$0.00,3244.0,NSF,PLS,"$3,960.00",5755659691011928227
1560,08/02/20 12:58:24,W/D,DDA,$200,$3.00,$200,$3.00,766.0,Liable,PLS,"$3,980.00",7270367318620547036
1561,10/04/20 07:45:08,W/D,DDA,$60,$3.00,$60,$3.00,1075.0,EMV,PUL,"$3,980.00",7518388701306003754
1562,12/09/20 14:22:34,W/D,DDA,$60,$3.00,$60,$3.00,1496.0,EMV,PLS,"$3,980.00",3309841820828900521
1563,12/09/20 22:00:12,INQ,DDA,$,$0.00,$,$0.00,1497.0,REFER TO,SNE,"$3,980.00",4665293518077746034
1564,12/09/20 22:01:23,INQ,CRD,$,$0.00,$,$0.00,1498.0,NO CHK A,SNE,"$3,980.00",4665293518077746034
1565,12/25/20 17:15:34,W/D,DDA,$40,$3.00,$40,$3.00,1576.0,Approved,PUL,"$3,980.00",5987937173534922886
1566,12/26/20 12:48:45,W/D,DDA,$20,$0.00,$,$0.00,1577.0,NSF,PUL,"$3,980.00",7315706900205045665
1567,12/26/20 14:26:56,W/D,DDA,$180,$0.00,$,$0.00,1578.0,NSF,PUL,"$3,980.00",2183744640601740186
1568,12/26/20 14:27:56,W/D,DDA,$160,$0.00,$,$0.00,1579.0,NSF,PUL,"$3,980.00",2183744640601740186
1569,12/26/20 14:29:08,W/D,DDA,$140,$0.00,$,$0.00,1580.0,NSF,PUL,"$3,980.00",2183744640601740186
1570,05/13/21 12:10:15,W/D,DDA,$200,$3.00,$200,$3.00,2649.0,Approved,MS0,"$3,980.00",7912560748980620607
1571,10/20/20 00:36:47,W/D,DDA,$20,$3.00,$20,$3.00,1153.0,EMV,PLS,$300.00,838626543130318130
1572,10/20/20 02:34:58,INQ,DDA,$,$0.00,$,$0.00,1154.0,Approved,PUL,$300.00,2501341201218590373
1573,03/17/21 09:34:23,W/D,SAV,$200,$3.00,$200,$3.00,2106.0,EMV,SNE,$300.00,1909293627516148023
1574,03/21/21 03:29:47,W/D,DDA,$60,$3.00,$60,$3.00,2158.0,EMV,PUL,$300.00,5495111204046748743
1575,10/19/20 16:48:23,W/D,DDA,$100,$3.00,$100,$3.00,1151.0,EMV,PLS,$320.00,6524886159551377248
1576,10/19/20 20:53:08,INQ,DDA,$,$0.00,$,$0.00,1152.0,INCORREC,MS0,$320.00,4087369803260643036
1577,05/06/21 14:11:25,W/D,DDA,$140,$3.00,$140,$3.00,2590.0,EMV,SNE,$320.00,1818368148855794990
1578,05/06/21 14:47:12,INQ,DDA,$0,$0.00,$0,$0.00,2591.0,Approved,PLS,$320.00,8405657326760484255
1579,05/06/21 15:41:35,INQ,DDA,$0,$0.00,$0,$0.00,2592.0,Approved,WAE,$320.00,3897137201084104417
1580,05/21/21 03:19:12,W/D,DDA,$200,$3.00,$200,$3.00,2723.0,Approved,MS0,$320.00,5854903829204733069
1581,05/21/21 03:39:47,INQ,DDA,$0,$0.00,$0,$0.00,2724.0,INCORREC,SNE,$320.00,3855006589647116144
1582,05/21/21 03:42:57,INQ,DDA,$0,$0.00,$0,$0.00,2725.0,INCORREC,SNE,$320.00,3855006589647116144
1583,05/21/21 03:46:35,INQ,DDA,$0,$0.00,$0,$0.00,2726.0,Approved,SNE,$320.00,3855006589647116144
1584,07/10/21 14:09:22,W/D,DDA,$160,$3.00,$160,$3.00,3178.0,Approved,PUL,$320.00,1497912860171747447
1585,08/04/21 11:19:55,W/D,DDA,$200,$3.00,$200,$3.00,3403.0,EMV,EXC,$320.00,1894896360813961282
1586,07/31/20 01:00:28,W/D,DDA,$200,$3.00,$200,$3.00,743.0,Liable,MS0,$340.00,7929763781525975567
1587,08/27/20 19:34:46,W/D,DDA,$60,$3.00,$60,$3.00,884.0,Liable,CI0,$340.00,6151147783377518261
1588,01/04/21 03:37:26,W/D,DDA,$200,$3.00,$200,$3.00,1641.0,EMV,PUL,$340.00,7440246499484235767
1589,02/04/21 22:57:50,W/D,DDA,$200,$3.00,$200,$3.00,1854.0,EMV,SNE,$340.00,286236295016984101
1590,03/08/21 20:23:54,W/D,SAV,$200,$3.00,$200,$3.00,2030.0,EMV,AFD,$340.00,7783943307963391332
1591,03/08/21 20:24:52,INQ,SAV,$,$0.00,$,$0.00,2031.0,Approved,MS0,$340.00,7783943307963391332
1592,01/26/21 17:37:22,W/D,DDA,$200,$3.00,$200,$3.00,1775.0,EMV,PUL,$360.00,4498087937358277093
1593,01/27/21 11:09:50,INQ,DDA,$,$0.00,$,$0.00,1776.0,Approved,MS0,$360.00,9017810545443153854
1594,03/21/21 00:58:08,W/D,DDA,$40,$3.00,$40,$3.00,2153.0,EMV,PUL,$360.00,3646232809999973304
1595,03/21/21 02:15:34,INQ,CRD,$,$0.00,$,$0.00,2154.0,Approved,MS0,$360.00,9033628238455692395
1596,03/21/21 02:17:06,W/D,CRD,$20,$0.00,$,$0.00,2155.0,UNKNOWN,MS0,$360.00,9033628238455692395
1597,03/21/21 02:17:58,INQ,CRD,$,$0.00,$,$0.00,2156.0,Approved,MS0,$360.00,9033628238455692395
1598,03/21/21 02:19:28,W/D,DDA,$20,$0.00,$,$0.00,2157.0,UNKNOWN,MS0,$360.00,9033628238455692395
1599,10/31/20 23:13:58,W/D,DDA,$140,$3.00,$140,$3.00,1216.0,EMV,PUL,"$4,000.00",7718803301013655318
1600,01/18/21 14:48:04,W/D,DDA,$100,$3.00,$100,$3.00,1730.0,Approved,PLS,"$4,000.00",8114005742916126596
1601,01/30/21 23:44:24,W/D,DDA,$80,$3.00,$80,$3.00,1808.0,EMV,STR,"$4,000.00",8975285628047444301
1602,03/18/21 03:39:49,W/D,DDA,$80,$3.00,$80,$3.00,2112.0,EMV,PUL,"$4,000.00",953305030433126112
1603,06/21/21 19:49:53,W/D,DDA,$200,$3.00,$200,$3.00,2984.0,EMV,SNE,"$4,000.00",131096474102070107
1604,07/29/21 15:49:22,W/D,DDA,$200,$3.00,$200,$3.00,3351.0,EMV,PUL,"$4,000.00",807366376056141875
1605,12/25/20 14:44:39,W/D,DDA,$80,$3.00,$80,$3.00,1575.0,EMV,PLS,"$4,020.00",48885761957300177
1606,04/02/21 02:27:28,W/D,DDA,$200,$3.00,$200,$3.00,2252.0,EMV,SNE,"$4,020.00",4482704050637793617
1607,07/19/20 13:53:53,W/D,SAV,$100,$3.00,$100,$3.00,672.0,Liable,PLS,"$4,040.00",1027826797719489650
1608,10/04/20 01:38:38,W/D,DDA,$20,$3.00,$20,$3.00,1074.0,Approved,PUL,"$4,040.00",4494020272365535889
1609,11/09/20 13:52:35,W/D,SAV,$200,$3.00,$200,$3.00,1273.0,Approved,SNE,"$4,040.00",1079720515450814901
1610,11/09/20 13:54:46,W/D,SAV,$200,$0.00,$,$0.00,1274.0,EXC WD L,SNE,"$4,040.00",1079720515450814901
1611,12/09/20 12:05:56,W/D,DDA,$20,$3.00,$20,$3.00,1495.0,EMV,STR,"$4,040.00",3333595313029594616
1612,03/12/21 23:44:51,W/D,DDA,$40,$3.00,$40,$3.00,2049.0,EMV,PLS,"$4,040.00",3198048075106216964
1613,04/09/21 14:36:03,W/D,SAV,$80,$3.00,$80,$3.00,2337.0,EMV,PLS,"$4,040.00",885790640891639910
1614,04/15/21 13:51:03,W/D,DDA,$200,$3.00,$200,$3.00,2410.0,Approved,PUL,"$4,040.00",6875001355832437675
1615,09/16/20 11:34:39,W/D,DDA,$200,$3.00,$200,$3.00,987.0,Liable,SNE,"$4,060.00",4990851531196041948
1616,10/03/20 23:01:34,W/D,DDA,$80,$3.00,$80,$3.00,1072.0,EMV,PUL,"$4,060.00",7518388701306003754
1617,10/04/20 00:39:22,INQ,SAV,$,$0.00,$,$0.00,1073.0,INCORREC,PLB,"$4,060.00",1798349669784933102
1618,12/08/20 22:07:59,W/D,DDA,$100,$3.00,$100,$3.00,1494.0,EMV,PUL,"$4,060.00",5512979129911979075
1619,01/07/21 08:38:44,W/D,DDA,$40,$3.00,$40,$3.00,1663.0,Approved,WAE,"$4,060.00",54504743911717782
1620,02/07/21 14:48:30,W/D,DDA,$60,$3.00,$60,$3.00,1880.0,EMV,PLS,"$4,060.00",48885761957300177
1621,02/07/21 19:14:48,INQ,DDA,$,$0.00,$,$0.00,1881.0,Approved,MS0,"$4,060.00",4509466278807921110
1622,06/16/21 08:43:32,W/D,DDA,$200,$3.00,$200,$3.00,2914.0,Approved,CI0,"$4,060.00",2628314885148147830
1623,11/20/20 06:58:14,W/D,DDA,$200,$3.00,$200,$3.00,1355.0,EMV,PLS,"$4,080.00",2843417474209980386
1624,01/30/21 16:16:50,W/D,DDA,$180,$3.00,$180,$3.00,1806.0,EMV,PUL,"$4,080.00",3519639018046879689
1625,01/30/21 22:51:05,W/D,DDA,$200,$0.00,$,$0.00,1807.0,NSF,MS0,"$4,080.00",8120477730784561281
1626,03/12/21 12:27:14,W/D,SAV,$200,$3.00,$200,$3.00,2048.0,EMV,PLS,"$4,080.00",6658041301601317097
1627,03/18/21 01:13:39,W/D,CRD,$100,$3.00,$100,$3.00,2111.0,EMV,PLS,"$4,080.00",3602970545956646767
1628,03/26/21 10:24:05,W/D,DDA,$200,$3.00,$200,$3.00,2190.0,EMV,AFR,"$4,080.00",6904807094660509534
1629,03/26/21 11:14:51,INQ,DDA,$,$0.00,$,$0.00,2191.0,Approved,SNE,"$4,080.00",1870235578254302473
1630,07/06/21 03:38:06,W/D,DDA,$60,$3.00,$60,$3.00,3124.0,EMV,PUL,"$4,080.00",2971469348971720414
1631,12/02/20 12:07:22,W/D,DDA,$80,$3.00,$80,$3.00,1422.0,EMV,PLS,"$4,100.00",3198048075106216964
1632,12/02/20 15:45:35,W/D,DDA,$40,$0.00,$,$0.00,1423.0,DO NOT H,NYC,"$4,100.00",1578843522520410464
1633,12/25/20 07:03:46,W/D,DDA,$180,$3.00,$180,$3.00,1572.0,Approved,MS0,"$4,100.00",5360415261703058334
1634,12/25/20 10:47:38,W/D,DDA,$200,$0.00,$,$0.00,1573.0,NSF,CI0,"$4,100.00",6151147783377518261
1635,12/25/20 14:43:18,INQ,DDA,$,$0.00,$,$0.00,1574.0,Approved,PLS,"$4,100.00",48885761957300177
1636,01/07/21 08:34:05,W/D,DDA,$100,$3.00,$100,$3.00,1662.0,Approved,WAE,"$4,100.00",54504743911717782
1637,01/18/21 13:37:07,W/D,DDA,$100,$3.00,$100,$3.00,1729.0,EMV,PLS,"$4,100.00",56771459904260117
1638,09/02/20 23:42:40,W/D,DDA,$160,$3.00,$160,$3.00,897.0,Approved,PUL,"$4,120.00",6720380636312730274
1639,02/07/21 13:20:06,W/D,DDA,$20,$3.00,$20,$3.00,1879.0,EMV,MS0,"$4,120.00",8022741257523729779
1640,04/09/21 01:27:42,W/D,DDA,$60,$3.00,$60,$3.00,2336.0,Approved,PUL,"$4,120.00",5040711791262254560
1641,07/19/20 11:36:05,W/D,DDA,$100,$3.00,$100,$3.00,671.0,Approved,PUL,"$4,140.00",4049809614640913055
1642,10/03/20 13:30:54,W/D,DDA,$20,$3.00,$20,$3.00,1071.0,Approved,PUL,"$4,140.00",7506262507312680956
1643,10/31/20 11:26:04,W/D,CRD,$140,$3.00,$140,$3.00,1215.0,EMV,MS0,"$4,140.00",2701036743211180653
1644,02/07/21 03:09:39,W/D,DDA,$200,$3.00,$200,$3.00,1875.0,EMV,PLS,"$4,140.00",2887731159464921427
1645,02/07/21 13:18:26,W/D,DDA,$40,$0.00,$,$0.00,1876.0,DO NOT H,MS0,"$4,140.00",8022741257523729779
1646,02/07/21 13:18:58,INQ,DDA,$,$0.00,$,$0.00,1877.0,Approved,MS0,"$4,140.00",8022741257523729779
1647,02/07/21 13:19:31,INQ,DDA,$,$0.00,$,$0.00,1878.0,Approved,MS0,"$4,140.00",8022741257523729779
1648,04/30/21 08:44:26,W/D,DDA,$160,$3.00,$160,$3.00,2523.0,EMV,MS0,"$4,140.00",3645434285645757011
1649,05/30/21 12:36:40,W/D,DDA,$200,$3.00,$200,$3.00,2765.0,EMV,MS0,"$4,140.00",7384255110791241677
1650,05/30/21 14:15:26,W/D,SAV,$200,$0.00,$0,$0.00,2766.0,INVALID,SHZ,"$4,140.00",3569179858601059030
1651,07/05/21 23:44:21,W/D,DDA,$80,$3.00,$80,$3.00,3123.0,EMV,PLS,"$4,140.00",4990884886760664825
1652,08/09/20 12:25:22,W/D,DDA,$200,$3.00,$200,$3.00,821.0,Approved,MS0,"$4,160.00",4482446462719426963
1653,10/03/20 03:37:36,W/D,DDA,$60,$3.00,$60,$3.00,1069.0,Approved,PUL,"$4,160.00",4494020272365535889
1654,10/03/20 07:47:41,W/D,DDA,$40,$0.00,$,$0.00,1070.0,STOLEN C,PLS,"$4,160.00",1179179203701684861
1655,10/23/20 08:50:57,W/D,DDA,$200,$3.00,$200,$3.00,1170.0,EMV,CI0,"$4,160.00",6151147783377518261
1656,10/23/20 12:02:10,INQ,DDA,$,$0.00,$,$0.00,1171.0,Approved,CI0,"$4,160.00",6151147783377518261
1657,12/08/20 21:05:47,W/D,DDA,$60,$3.00,$60,$3.00,1492.0,EMV,MS0,"$4,160.00",451718542847374461
1658,12/08/20 22:06:54,INQ,DDA,$,$0.00,$,$0.00,1493.0,Approved,PUL,"$4,160.00",5512979129911979075
1659,02/26/21 10:06:01,W/D,DDA,$200,$3.00,$200,$3.00,1971.0,Approved,PUL,"$4,160.00",5373019291954705079
1660,06/04/21 11:40:57,W/D,DDA,$140,$3.00,$140,$3.00,2823.0,Approved,WAE,"$4,160.00",7917719998243785130
1661,07/16/21 10:52:32,W/D,DDA,$200,$3.00,$200,$3.00,3240.0,EMV,MS0,"$4,160.00",8375547779403747982
1662,07/16/21 12:22:15,INQ,DDA,$0,$0.00,$0,$0.00,3241.0,Approved,PLS,"$4,160.00",1525244677761641055
1663,08/02/20 00:45:00,W/D,DDA,$20,$3.00,$20,$3.00,763.0,Approved,MS0,"$4,180.00",5160764800030931563
1664,08/02/20 07:56:39,INQ,DDA,$,$0.00,$,$0.00,764.0,Approved,MS0,"$4,180.00",8263823354284612723
1665,08/02/20 08:50:45,W/D,SAV,$200,$0.00,$,$0.00,765.0,SUSPECTE,STR,"$4,180.00",9082930952583143600
1666,12/02/20 12:06:30,W/D,DDA,$200,$3.00,$200,$3.00,1421.0,EMV,PLS,"$4,180.00",3198048075106216964
1667,03/17/21 14:50:48,W/D,DDA,$200,$3.00,$200,$3.00,2109.0,Approved,PUL,"$4,180.00",7003115162260689319
1668,03/18/21 01:12:06,INQ,CRD,$,$0.00,$,$0.00,2110.0,Approved,PLS,"$4,180.00",3602970545956646767
1669,04/08/21 13:45:37,W/D,DDA,$200,$3.00,$200,$3.00,2332.0,EMV,MS0,"$4,180.00",2505922281796450347
1670,05/13/21 05:51:07,W/D,DDA,$160,$3.00,$160,$3.00,2648.0,Approved,MS0,"$4,180.00",6380142846506115397
1671,08/01/20 22:17:24,W/D,DDA,$200,$3.00,$200,$3.00,762.0,Liable,MS0,"$4,200.00",667368338206046387
1672,01/07/21 05:03:07,W/D,DDA,$20,$3.00,$20,$3.00,1660.0,EMV,MS0,"$4,200.00",8120477730784561281
1673,01/07/21 08:33:24,INQ,DDA,$,$0.00,$,$0.00,1661.0,Approved,WAE,"$4,200.00",54504743911717782
1674,01/18/21 11:52:22,W/D,DDA,$40,$3.00,$40,$3.00,1728.0,Approved,MS0,"$4,200.00",9004260596727647815
1675,06/21/21 19:42:30,W/D,DDA,$200,$3.00,$200,$3.00,2983.0,Approved,PLS,"$4,200.00",4968065508133194789
1676,07/29/21 13:37:07,W/D,DDA,$160,$3.00,$160,$3.00,3349.0,Approved,PUL,"$4,200.00",2170087134616019330
1677,07/29/21 14:32:55,W/D,DDA,$200,$0.00,$0,$0.00,3350.0,INCORREC,PUL,"$4,200.00",807366376056141875
